Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,Male,35-44,7e-05,0.0025426646699999995,9.487505177211761e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,0.000924,-0.12963593873999998,-0.0005705681472113698
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,15-24,0.000924,-1.9184247122040003,-0.0007575508615122375
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,35-44,0.000924,0.033563173644,0.0012523506833919528
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,35-44,5.6e-05,-0.007856723559999999,-3.457988770977998e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,15-24,5.6e-05,-0.11626816437600002,-4.591217342498409e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,35-44,5.6e-05,0.002034131736,7.59000414176941e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,0.002919,-0.409531715565,-0.0018024766468722816
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,15-24,0.002919,-6.060478068099001,-0.002393172039777296
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,0.002919,0.10602911673899999,0.003956289658897306
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,0.012317,-1.7280582872949999,-0.007605722802167143
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,15-24,0.012317,-25.572767511057005,-0.010098218572777304
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,0.012317,0.44740001057699996,0.016693943038245326
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,35-44,7e-05,-0.00982090445,-4.3224859637224975e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,15-24,7e-05,-0.14533520547,-5.7390216781230104e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,35-44,7e-05,0.0025426646699999995,9.487505177211761e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,0.007373,-1.034421835855,-0.004552812715789425
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,15-24,0.007373,-15.307949570433003,-0.006044829547542994
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,0.007373,0.267815237313,0.009993053667368905
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,35-44,2.7e-05,-0.003788063145,-1.667244586007249e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,15-24,2.7e-05,-0.05605786496700001,-2.2136226472760185e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,35-44,2.7e-05,0.0009807420869999998,3.659466282638823e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",Female,35-44,2.5e-05,-0.003507465875,-1.5437449870437494e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",Male,15-24,2.5e-05,-0.05190543052500001,-2.049650599329647e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",Male,35-44,2.5e-05,0.000908094525,3.388394706147058e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,Female,35-44,7e-05,-0.00982090445,-4.3224859637224975e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,Male,15-24,7e-05,-0.14533520547,-5.7390216781230104e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,Male,35-44,7e-05,0.0025426646699999995,9.487505177211761e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,35-44,6e-06,-0.00084179181,-3.704987968904998e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,15-24,6e-06,-0.012457303326000002,-4.9191614383911525e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,35-44,6e-06,0.000217942686,8.13214729475294e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,35-44,0.000236,-0.033110477859999994,-0.00014572952677692992
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,15-24,0.000236,-0.4899872641560001,-0.00019348701657671865
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,35-44,0.000236,0.008572412315999998,0.0003198644602602823
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,35-44,2e-06,-0.00028059726999999995,-1.2349959896349992e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,15-24,2e-06,-0.004152434442000001,-1.6397204794637173e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,35-44,2e-06,7.264756199999999e-05,2.7107157649176464e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,Female,35-44,7e-05,-0.00982090445,-4.3224859637224975e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,Male,15-24,7e-05,-0.14533520547,-5.7390216781230104e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,Male,35-44,7e-05,0.0025426646699999995,9.487505177211761e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,Loures,Female,35-44,7e-05,-0.00982090445,-4.3224859637224975e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,Loures,Male,15-24,7e-05,-0.14533520547,-5.7390216781230104e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,Loures,Male,35-44,7e-05,0.0025426646699999995,9.487505177211761e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,35-44,0.001953,-0.274003234155,-0.001205973583878577
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,15-24,0.001953,-4.054852232613001,-0.0016011870481963202
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,35-44,0.001953,0.070940344293,0.002647013944442082
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Campanhã,Female,35-44,4.4e-05,-0.006173139939999999,-2.7169911771969984e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Campanhã,Male,15-24,4.4e-05,-0.09135355772400001,-3.607385054820178e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Campanhã,Male,35-44,4.4e-05,0.0015982463639999998,5.963574682818822e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Female,35-44,6e-06,-0.00084179181,-3.704987968904998e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Male,15-24,6e-06,-0.012457303326000002,-4.9191614383911525e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Male,35-44,6e-06,0.000217942686,8.13214729475294e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Female,35-44,0.000122,-0.017116433469999998,-7.533475536773496e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Male,15-24,0.000122,-0.253298500962,-0.00010002294924728676
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Male,35-44,0.000122,0.004431501282,0.00016535366165997643
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Moreira,Female,35-44,5.1e-05,-0.007155230384999999,-3.149239773569248e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Moreira,Male,15-24,5.1e-05,-0.10588707827100001,-4.1812872226324795e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Moreira,Male,35-44,5.1e-05,0.0018525128309999999,6.912325200539998e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Female,35-44,2.1e-05,-0.002946271335,-1.2967457891167492e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Male,15-24,2.1e-05,-0.043600561641000006,-1.7217065034369032e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Male,35-44,2.1e-05,0.0007627994009999999,2.8462515531635288e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Female,35-44,2.1e-05,-0.002946271335,-1.2967457891167492e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Male,15-24,2.1e-05,-0.043600561641000006,-1.7217065034369032e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Male,35-44,2.1e-05,0.0007627994009999999,2.8462515531635288e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Female,35-44,0.001166,-0.16358820841,-0.0007200026619572046
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Male,15-24,0.001166,-2.4208692796860003,-0.0009559570395273472
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Male,35-44,0.001166,0.04235352864599999,0.0015803472909469878
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Female,25-34,0.003819,-0.566115120939,-0.0036820145071204003
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Female,35-44,0.003819,-1.480338752214,-0.0017211037271388676
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Female,45-54,0.003819,-0.04784065882799997,-0.0007079297012403186
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,15-24,0.003819,2.523844450854,0.008679910824219091
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,25-34,0.003819,-1.4442792004590002,-0.001965279166794706
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,35-44,0.003819,-0.125540440305,-0.0009592129864987005
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,45-54,0.003819,-0.29689615188299995,-0.0011070329573725113
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Female,25-34,0.003113,-0.461460165353,-0.003001338350527836
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Female,35-44,0.003113,-1.2066757097779999,-0.0014029316319935311
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Female,45-54,0.003113,-0.03899658835599997,-0.0005770581722862297
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,15-24,0.003113,2.057273573058,0.007075297825554865
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,25-34,0.003113,-1.177282312393,-0.0016019675428729824
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,35-44,0.003113,-0.102332388235,-0.0007818879358393439
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,45-54,0.003113,-0.24201040084099992,-0.0009023811459284178
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Female,25-34,0.002424,-0.359325229944,-0.002337052413003365
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Female,35-44,0.002424,-0.939602287344,-0.001092420904578323
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Female,45-54,0.002424,-0.03036547708799998,-0.0004493379407715455
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,15-24,0.002424,1.601937404784,0.005509322816943461
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,25-34,0.002424,-0.916714527864,-0.001247404215844558
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,35-44,0.002424,-0.07968317028,-0.0006088327518389238
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,45-54,0.002424,-0.18844626136799994,-0.0007026572109638564
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Female,25-34,0.012134,-1.7987014604540001,-0.011698759892484667
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Female,35-44,0.012134,-4.703438182604001,-0.005468413884551721
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Female,45-54,0.012134,-0.1520027636079999,-0.0022492848899842957
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,15-24,0.012134,8.018939137644,0.02757843360593728
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,25-34,0.012134,-4.588867195174,-0.0062442255590172725
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,35-44,0.012134,-0.39887606773000006,-0.0030476801199725667
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,45-54,0.012134,-0.9433196928379999,-0.0035173443060377203
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Female,25-34,0.000834,-0.123629225154,-0.0008040848648699696
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Female,35-44,0.000834,-0.323279004804,-0.0003758576874663042
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Female,45-54,0.000834,-0.010447528007999994,-0.00015459894496842777
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,15-24,0.000834,0.551161631844,0.0018955343355325275
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,25-34,0.000834,-0.315404255874,-0.0004291811534712712
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,35-44,0.000834,-0.027415744230000004,-0.00020947463491487726
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,45-54,0.000834,-0.06483670873799999,-0.0002417558225840991
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Female,25-34,0.002223,-0.329529697263,-0.002143262175786502
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Female,35-44,0.002223,-0.861689721438,-0.0010018364978868037
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Female,45-54,0.002223,-0.027847547675999985,-0.00041207848281152873
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,15-24,0.002223,1.4691034863180001,0.005052485405142457
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,25-34,0.002223,-0.8406998331030001,-0.0011439684702237842
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,35-44,0.002223,-0.07307577868500001,-0.0005583478578126764
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,45-54,0.002223,-0.17282014811099997,-0.0006443923184705664
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Female,25-34,0.000805,-0.11933036720500001,-0.00077612507940087
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Female,35-44,0.000805,-0.31203788833,-0.000362788295456085
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Female,45-54,0.000805,-0.010084244659999995,-0.0001492232022776791
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Male,15-24,0.000805,0.53199653913,0.001829622470148303
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Male,25-34,0.000805,-0.30443696160500006,-0.0004142575881827019
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Male,35-44,0.000805,-0.026462438975000006,-0.00020219074473198584
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,Male,45-54,0.000805,-0.06258219488499998,-0.0002333494450601916
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Female,25-34,0.001816,-0.269197449496,-0.0017508610486856892
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Female,35-44,0.001816,-0.703926466096,-0.0008184143410537271
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Female,45-54,0.001816,-0.022749053791999985,-0.00033663271470343506
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,15-24,0.001816,1.200131323056,0.004127446466819029
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,25-34,0.001816,-0.686779530776,-0.0009345239504842068
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,35-44,0.001816,-0.05969663252,-0.0004561222266252003
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,45-54,0.001816,-0.14117921231199995,-0.0005264131580488297
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Female,25-34,0.000351,-0.052031004831000004,-0.00033840981722944765
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Female,35-44,0.000351,-0.136056271806,-0.0001581847101926532
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Female,45-54,0.000351,-0.004396981211999998,-6.506502360182033e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,15-24,0.000351,0.23196370836600003,0.0007977608534435458
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,25-34,0.000351,-0.132742078911,-0.00018062660056165014
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,35-44,0.000351,-0.011538280845000002,-8.816018807568576e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,45-54,0.000351,-0.027287391806999996,-0.00010174615554798416
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Female,25-34,0.00605,-0.8968307100499999,-0.00583298972717424
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Female,35-44,0.00605,-2.3451294713,-0.0027265455745457317
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Female,45-54,0.00605,-0.07578842259999995,-0.0011214911475527433
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,15-24,0.00605,3.9982348593,0.013750578812915816
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,25-34,0.00605,-2.28800449405,-0.0031133644826153366
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,35-44,0.00605,-0.19887919975,-0.001519570193327347
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,45-54,0.00605,-0.47033823484999987,-0.001753744276539328
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,25-34,0.000733,-0.108657340573,-0.0007067076809948294
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,35-44,0.000733,-0.284128909498,-0.00033034014977554075
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,45-54,0.000733,-0.009182299795999995,-0.0001358765307696134
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,15-24,0.000733,0.48441423997800004,0.0016659792181598833
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,25-34,0.000733,-0.27720781721300003,-0.0003772059778110813
