County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,55-64,-0.0037821005939999994,-3.866623190565854e-06
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,65+,-0.021721012515,-8.744137888410811e-06
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,7.145307200000003e-05,4.5967748047098046e-06
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,-0.0016956246000000002,-9.968074348292952e-06
Palmela,União das freguesias de Laranjeiro e Feijó,Female,35-44,-0.004960544399999998,-6.322707167659025e-05
Palmela,União das freguesias de Laranjeiro e Feijó,Female,45-54,-0.09854473237599999,-0.00014108041136425247
Palmela,União das freguesias de Laranjeiro e Feijó,Female,55-64,-0.04857013394399999,-4.965558202621412e-05
Palmela,União das freguesias de Laranjeiro e Feijó,Female,65+,-0.27894352914,-0.00011229313919853882
Palmela,União das freguesias de Laranjeiro e Feijó,Male,35-44,0.0009176078720000004,5.903226591311538e-05
Palmela,União das freguesias de Laranjeiro e Feijó,Male,45-54,-0.0217753896,-0.0001280110600517621
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,-0.004960544399999998,-6.322707167659025e-05
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,-0.09854473237599999,-0.00014108041136425247
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Female,55-64,-0.04857013394399999,-4.965558202621412e-05
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Female,65+,-0.27894352914,-0.00011229313919853882
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,0.0009176078720000004,5.903226591311538e-05
Palmela,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,-0.0217753896,-0.0001280110600517621
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,-0.0007115534999999997,-9.069457002789585e-06
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,-0.014135514889999997,-2.0236944253069002e-05
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Female,55-64,-0.006967027409999998,-7.122726929989729e-06
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Female,65+,-0.04001239147499999,-1.610762242601991e-05
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,0.00013162408000000006,8.467743061307533e-06
Palmela,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,-0.003123519,-1.8362242220539644e-05
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,35-44,-0.00014231069999999995,-1.8138914005579171e-06
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,45-54,-0.0028271029779999997,-4.0473888506138e-06
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,55-64,-0.0013934054819999997,-1.4245453859979461e-06
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,65+,-0.008002478294999999,-3.2215244852039827e-06
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,35-44,2.6324816000000013e-05,1.6935486122615067e-06
Palmela,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,45-54,-0.0006247038000000001,-3.672448444107929e-06
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,-0.0014637671999999996,-1.8657168691452864e-05
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,-0.029078773488,-4.163028532059909e-05
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Female,55-64,-0.014332170671999997,-1.4652466827407446e-05
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Female,65+,-0.08231120532,-3.313568041924097e-05
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,0.00027076953600000016,1.7419357154689785e-05
Palmela,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,-0.0064255248000000004,-3.777375542511013e-05
Palmela,União das freguesias de Caparica e Trafaria,Female,35-44,-0.0014434370999999997,-1.8398041348516017e-05
Palmela,União das freguesias de Caparica e Trafaria,Female,45-54,-0.028674901634,-4.105208691336855e-05
Palmela,União das freguesias de Caparica e Trafaria,Female,55-64,-0.014133112745999998,-1.4448960343693455e-05
Palmela,União das freguesias de Caparica e Trafaria,Female,65+,-0.08116799413499999,-3.26754626356404e-05
Palmela,União das freguesias de Caparica e Trafaria,Male,35-44,0.00026700884800000014,1.7177421638652427e-05
Palmela,União das freguesias de Caparica e Trafaria,Male,45-54,-0.006336281400000001,-3.7249119933094714e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Female,35-44,-0.0027648935999999994,-3.524131863941096e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Female,45-54,-0.054926572144,-7.863498338335384e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Female,55-64,-0.027071877935999994,-2.7676881785102954e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Female,65+,-0.15547672115999997,-6.258961856967738e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Male,35-44,0.0005114535680000003,3.2903230181080705e-05
Palmela,"União das freguesias de Camarate, Unhos e Apelação",Male,45-54,-0.0121371024,-7.135042691409691e-05
Palmela,União das freguesias de Ramada e Caneças,Female,35-44,-0.00014231069999999995,-1.8138914005579171e-06
Palmela,União das freguesias de Ramada e Caneças,Female,45-54,-0.0028271029779999997,-4.0473888506138e-06
Palmela,União das freguesias de Ramada e Caneças,Female,55-64,-0.0013934054819999997,-1.4245453859979461e-06
Palmela,União das freguesias de Ramada e Caneças,Female,65+,-0.008002478294999999,-3.2215244852039827e-06
Palmela,União das freguesias de Ramada e Caneças,Male,35-44,2.6324816000000013e-05,1.6935486122615067e-06
Palmela,União das freguesias de Ramada e Caneças,Male,45-54,-0.0006247038000000001,-3.672448444107929e-06
Palmela,Corroios,Female,35-44,-0.0010368350999999997,-1.321549448977911e-05
Palmela,Corroios,Female,45-54,-0.020597464553999998,-2.948811876875769e-05
Palmela,Corroios,Female,55-64,-0.010151954225999998,-1.0378830669413608e-05
Palmela,Corroios,Female,65+,-0.05830377043499999,-2.3471106963629017e-05
Palmela,Corroios,Male,35-44,0.00019179508800000008,1.2338711317905263e-05
Palmela,Corroios,Male,45-54,-0.004551413400000001,-2.675641009278634e-05
Palmela,Bonfim,Female,35-44,-0.0003659417999999999,-4.664292172863216e-06
Palmela,Bonfim,Female,45-54,-0.007269693372,-1.0407571330149772e-05
Palmela,Bonfim,Female,55-64,-0.0035830426679999993,-3.6631167068518614e-06
Palmela,Bonfim,Female,65+,-0.02057780133,-8.283920104810243e-06
Palmela,Bonfim,Male,35-44,6.769238400000004e-05,4.354839288672446e-06
Palmela,Bonfim,Male,45-54,-0.0016063812000000001,-9.443438856277533e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Female,35-44,-0.00014231069999999995,-1.8138914005579171e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Female,45-54,-0.0028271029779999997,-4.0473888506138e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Female,55-64,-0.0013934054819999997,-1.4245453859979461e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Female,65+,-0.008002478294999999,-3.2215244852039827e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Male,35-44,2.6324816000000013e-05,1.6935486122615067e-06
Palmela,União das freguesias de Santo António dos Cavaleiros e Frielas,Male,45-54,-0.0006247038000000001,-3.672448444107929e-06
Palmela,Loures,Female,35-44,-0.00014231069999999995,-1.8138914005579171e-06
Palmela,Loures,Female,45-54,-0.0028271029779999997,-4.0473888506138e-06
Palmela,Loures,Female,55-64,-0.0013934054819999997,-1.4245453859979461e-06
Palmela,Loures,Female,65+,-0.008002478294999999,-3.2215244852039827e-06
Palmela,Loures,Male,35-44,2.6324816000000013e-05,1.6935486122615067e-06
Palmela,Loures,Male,45-54,-0.0006247038000000001,-3.672448444107929e-06
Palmela,Campanhã,Female,35-44,-2.0330099999999994e-05,-2.591273429368453e-07
Palmela,Campanhã,Female,45-54,-0.000403871854,-5.78198407230543e-07
Palmela,Campanhã,Female,55-64,-0.00019905792599999995,-2.035064837139923e-07
Palmela,Campanhã,Female,65+,-0.0011432111849999998,-4.6021778360056894e-07
Palmela,Campanhã,Male,35-44,3.7606880000000016e-06,2.419355160373581e-07
Palmela,Campanhã,Male,45-54,-8.92434e-05,-5.246354920154185e-07
Palmela,Águas Santas,Female,35-44,-2.0330099999999994e-05,-2.591273429368453e-07
Palmela,Águas Santas,Female,45-54,-0.000403871854,-5.78198407230543e-07
Palmela,Águas Santas,Female,55-64,-0.00019905792599999995,-2.035064837139923e-07
Palmela,Águas Santas,Female,65+,-0.0011432111849999998,-4.6021778360056894e-07
Palmela,Águas Santas,Male,35-44,3.7606880000000016e-06,2.419355160373581e-07
Palmela,Águas Santas,Male,45-54,-8.92434e-05,-5.246354920154185e-07
Seixal,Benfica,Female,15-24,-30.567648887424003,-0.018422959822813067
Seixal,Benfica,Female,25-34,-7.058759206238998,-0.013414024766313691
Seixal,Benfica,Female,35-44,-4.6710975366689995,-0.010841483089276974
Seixal,Benfica,Female,45-54,-10.036159112037003,-0.01883017987269856
Seixal,Benfica,Female,55-64,-0.7408940001720008,-0.0031297179942926822
Seixal,Benfica,Female,65+,41.05638078062399,0.012189907016400714
Seixal,Benfica,Male,15-24,76.84387364932199,2.0384220440178287
Seixal,Benfica,Male,25-34,-50.10936899658001,-0.02551213814446604
Seixal,Benfica,Male,35-44,1.9180138172220003,0.019418634933680224
Seixal,Benfica,Male,45-54,-12.543017088789,-0.02330343333715852
Seixal,Benfica,Male,55-64,-1.1103819725669974,-0.0009725197272462099
Seixal,São Domingos de Benfica,Female,15-24,-125.20824429696,-0.07546234460697668
Seixal,São Domingos de Benfica,Female,25-34,-28.91340614330999,-0.054945229714316285
Seixal,São Domingos de Benfica,Female,35-44,-19.13329754801,-0.04440783352958575
Seixal,São Domingos de Benfica,Female,45-54,-41.10914341273001,-0.07713035995472102
Seixal,São Domingos de Benfica,Female,55-64,-3.0347782818800035,-0.012819647878486646
Seixal,São Domingos de Benfica,Female,65+,168.17117252495996,0.04993111708681858
Seixal,São Domingos de Benfica,Male,15-24,314.76043643538,8.349587048963299
Seixal,São Domingos de Benfica,Male,25-34,-205.25314648820003,-0.10450035058614836
Seixal,São Domingos de Benfica,Male,35-44,7.856382526380001,0.07954073261061367
Seixal,São Domingos de Benfica,Male,45-54,-51.37749238281,-0.09545326776627844
Seixal,São Domingos de Benfica,Male,55-64,-4.54823914642999,-0.003983541162786431
Seixal,Belém,Female,15-24,-8.082654624,-0.004871373063333262
Seixal,Belém,Female,25-34,-1.8664671577499994,-0.003546917517379032
Seixal,Belém,Female,35-44,-1.23512502525,-0.002866689673951791
Seixal,Belém,Female,45-54,-2.653747043250001,-0.0049790496148179484
Seixal,Belém,Female,55-64,-0.19590614700000022,-0.0008275556197190256
Seixal,Belém,Female,65+,10.856070323999997,0.0032232380277299215
Seixal,Belém,Male,15-24,20.318948734499997,0.5389966830757028
Seixal,Belém,Male,25-34,-13.249848705000002,-0.0067458836006956185
Seixal,Belém,Male,35-44,0.5071585095000001,0.0051346480724283544
Seixal,Belém,Male,45-54,-3.31660689525,-0.006161860989418511
Seixal,Belém,Male,55-64,-0.2936056357499993,-0.00025715229520291124
Seixal,Alvalade,Female,15-24,-68.476249974528,-0.0412702725925594
Seixal,Alvalade,Female,25-34,-15.812709760457997,-0.030049485207235164
Seixal,Alvalade,Female,35-44,-10.463979213918,-0.024286594917719576
Seixal,Alvalade,Female,45-54,-22.48254495041401,-0.04218250833673766
Seixal,Alvalade,Female,55-64,-1.6597168773840019,-0.007011051210259586
Seixal,Alvalade,Female,65+,91.97262778492798,0.0273072725709279
Seixal,Alvalade,Male,15-24,172.142133678684,4.566379899017355
Seixal,Alvalade,Male,25-34,-112.25271822876002,-0.057151125865093286
Seixal,Alvalade,Male,35-44,4.296646892484001,0.043500738469613026
Seixal,Alvalade,Male,45-54,-28.098293616558003,-0.05220328630235362
Seixal,Alvalade,Male,55-64,-2.4874269460739944,-0.002178594244959064
Seixal,Olivais,Female,15-24,-10.532808359040002,-0.006348067721355464
Seixal,Olivais,Female,25-34,-2.4322628883149995,-0.004622120356960991
Seixal,Olivais,Female,35-44,-1.6095374348650002,-0.0037356901123693346
Seixal,Olivais,Female,45-54,-3.4581966371450017,-0.006488385047074527
Seixal,Olivais,Female,55-64,-0.2552925986200003,-0.001078418558559342
Seixal,Olivais,Female,65+,14.146949681039997,0.004200321555351581
Seixal,Olivais,Male,15-24,26.47837907637,0.7023866579845336
Seixal,Olivais,Male,25-34,-17.266371469300005,-0.008790812237298645
Seixal,Olivais,Male,35-44,0.6608971478700002,0.006691151193991931
Seixal,Olivais,Male,45-54,-4.321994005065001,-0.00802975061483832
Seixal,Olivais,Male,55-64,-0.3826084421949992,-0.0003351047360624604
Seixal,Carnide,Female,15-24,-4.207417940352,-0.0025357884722621853
Seixal,Carnide,Female,25-34,-0.9715876490969997,-0.0018463444363015402
Seixal,Carnide,Female,35-44,-0.642943120987,-0.0014922524992955323
Seixal,Carnide,Female,45-54,-1.3814054216510006,-0.002591839395572292
Seixal,Carnide,Female,55-64,-0.10197875275600012,-0.0004307832665156998
Seixal,Carnide,Female,65+,5.651116763951999,0.0016778533952975286
Seixal,Carnide,Male,15-24,10.577008843205999,0.2805741949469365
Seixal,Carnide,Male,25-34,-6.897195753340001,-0.0035115630947307307
Seixal,Carnide,Male,35-44,0.26400086490600005,0.0026728360201338816
Seixal,Carnide,Male,45-54,-1.726456467747,-0.00320755069700162
Seixal,Carnide,Male,55-64,-0.15283612584099965,-0.0001338603751577821
Seixal,Alfragide,Female,15-24,-0.36831547737600007,-0.00022198178429777457
Seixal,Alfragide,Female,25-34,-0.08505234656099998,-0.0001616281629488014
Seixal,Alfragide,Female,35-44,-0.05628295213100001,-0.00013063111376988165
Seixal,Alfragide,Female,45-54,-0.12092761036300005,-0.00022688845695758653
Seixal,Alfragide,Female,55-64,-0.00892717422800001,-3.771057372994148e-05
Seixal,Alfragide,Female,65+,0.4946962241759999,0.00014687853287145762
Seixal,Alfragide,Male,15-24,0.925906605078,0.024561339048390852
Seixal,Alfragide,Male,25-34,-0.6037774194200002,-0.00030740065662777683
Seixal,Alfragide,Male,35-44,0.023110517178000004,0.0002339788651043823
Seixal,Alfragide,Male,45-54,-0.15113322401100002,-0.0002807875478315416
Seixal,Alfragide,Male,55-64,-0.013379205832999971,-1.1718077138265995e-05
Seixal,Estrela,Female,15-24,-57.36592801843201,-0.034574140489972836
Seixal,Estrela,Female,25-34,-13.247085963851998,-0.025173934116287325
Seixal,Estrela,Female,35-44,-8.766190885092,-0.020346077017666313
Seixal,Estrela,Female,45-54,-18.83473548531601,-0.0353383653132632
Seixal,Estrela,Female,55-64,-1.3904265924960015,-0.00587350299134228
Seixal,Estrela,Female,65+,77.05000123603199,0.022876647498457733
Seixal,Estrela,Male,15-24,144.211945794696,3.8254813995989414
Seixal,Estrela,Male,25-34,-94.03963207944003,-0.04787831363091356
Seixal,Estrela,Male,35-44,3.5995127718960007,0.03644271163687739
Seixal,Estrela,Male,45-54,-23.539324797252,-0.04373326467878117
Seixal,Estrela,Male,55-64,-2.0838400933559953,-0.0018251157252942624
Seixal,Campolide,Female,15-24,-71.966688904704,-0.04337394161896826
Seixal,Campolide,Female,25-34,-16.618730793443994,-0.03158119719552449
Seixal,Campolide,Female,35-44,-10.997359479724,-0.02552455518005515
Seixal,Campolide,Female,45-54,-23.62854739905201,-0.044332676742948454
Seixal,Campolide,Female,55-64,-1.744317602512002,-0.007368425425331974
Seixal,Campolide,Female,65+,96.66074725190397,0.02869920579294209
Seixal,Campolide,Male,15-24,180.916732245912,4.799141917606752
Seixal,Campolide,Male,25-34,-117.97457446168002,-0.06006428940277407
Seixal,Campolide,Male,35-44,4.515659814312001,0.045718101001910316
Seixal,Campolide,Male,45-54,-29.530547543244,-0.05486424368335271
Seixal,Campolide,Male,55-64,-2.614218524931994,-0.0022896436988717878
Seixal,Santo António,Female,15-24,-43.707826538112,-0.026342475184128505
Seixal,Santo António,Female,25-34,-10.093122441206997,-0.019180338985939776
Seixal,Santo António,Female,35-44,-6.679071773796999,-0.015501933564702286
Seixal,Santo António,Female,45-54,-14.350423324781005,-0.026924747748459064
Seixal,Santo António,Female,55-64,-1.0593836170360011,-0.004475096259824915
Seixal,Santo António,Female,65+,58.70537102971198,0.017430007239050582
Seixal,Santo António,Male,15-24,109.87690654098598,2.9146826908251358
Seixal,Santo António,Male,25-34,-71.64998577754001,-0.036479093068012614
Seixal,Santo António,Male,35-44,2.7425143336860005,0.027766163188213157
Seixal,Santo António,Male,45-54,-17.934909459356998,-0.03332092781470102
Seixal,Santo António,Male,55-64,-1.5877041386709965,-0.0013905787684200094
Seixal,Lumiar,Female,15-24,-6.750125995008,-0.004068265127715497
Seixal,Lumiar,Female,25-34,-1.5587562584879995,-0.0029621629588276028
Seixal,Lumiar,Female,35-44,-1.031498923048,-0.002394079344959896
Seixal,Lumiar,Female,45-54,-2.2162430209040007,-0.004158189827339727
Seixal,Lumiar,Female,55-64,-0.16360852182400018,-0.000691122528530838
Seixal,Lumiar,Female,65+,9.066308769407998,0.002691846158373977
Seixal,Lumiar,Male,15-24,16.969111068624,0.4501362103051046
Seixal,Lumiar,Male,25-34,-11.06544227536,-0.005633738712173094
Seixal,Lumiar,Male,35-44,0.42354696542400005,0.00428813589609546
Seixal,Lumiar,Male,45-54,-2.769821978088,-0.005145999671790455
Seixal,Lumiar,Male,55-64,-0.24520100466399944,-0.00021475746190749795
Seixal,Alcântara,Female,15-24,-20.435486624256,-0.01231635937800871
