,Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
1386,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8.8e-05
1387,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,4.1e-05
1388,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.000232
1389,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,2e-06
1390,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.1e-05
1391,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,3e-06
1392,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8e-06
1393,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.9e-05
1394,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,7e-06
1395,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8e-06
1396,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,5e-06
1397,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.9e-05
1398,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,7e-05
1399,R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0
1400,R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,9.6e-05
1401,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0
1402,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PORTO,Paranhos,1.3e-05
1403,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PORTO,Paranhos,3e-05
1404,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Paranhos,0.001403
1405,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000138
1406,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,PORTO,Paranhos,2e-06
1407,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PORTO,Paranhos,0.0
1408,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Paranhos,3.5e-05
1409,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Paranhos,5e-06
1410,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-06
1411,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-05
1412,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,Paranhos,3e-06
1413,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000575
1414,R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-06
1415,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000252
1416,R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000394
1417,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Paranhos,0.003549
1418,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Paranhos,6e-06
1419,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,Paranhos,0.023321
1420,R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,Paranhos,9.9e-05
1421,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,0.073846
1422,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,Paranhos,0.15966
1423,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Paranhos,0.074509
1424,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Paranhos,0.026812
1425,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Paranhos,0.28209
1426,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,Paranhos,0.008526
1427,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,PORTO,Paranhos,0.107493
1428,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,Paranhos,0.00906
1429,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,Paranhos,0.012347
1430,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,PORTO,Paranhos,0.001762
1431,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PORTO,Paranhos,0.024565
1432,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-05
1433,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1.5e-05
1434,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1.4e-05
1435,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-06
1436,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VALONGO,Ermesinde,4e-06
1437,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-06
1438,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
1439,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
1440,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000185
1441,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-05
1442,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
1443,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.002006
1444,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.004354
1445,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Ermesinde,3.9e-05
1446,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.001082
1447,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000269
1448,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.015391
1449,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,Ermesinde,3.5e-05
1450,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.179076
1451,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.015483
1452,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000931
1453,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,VALONGO,Alfena,9e-06
1454,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VALONGO,Alfena,3e-06
1455,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Alfena,3e-06
1456,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1457,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1458,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1459,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1460,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1461,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VALONGO,Alfena,1e-06
1462,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,Alfena,4e-05
1463,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
1464,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,7.4e-05
1465,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000325
1466,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Alfena,2.5e-05
1467,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Alfena,0.03939
1468,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Alfena,7.6e-05
1469,R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,Alfena,0.203546
1470,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,Alfena,3.5e-05
1471,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,Alfena,0.022412
1472,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000168
1473,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000247
1474,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,9e-06
1475,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,9e-06
1476,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,3e-06
1477,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.2e-05
1478,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-05
1479,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2e-06
1480,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2e-06
1481,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.6e-05
1482,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
1483,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000157
1484,R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2.2e-05
1485,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2.3e-05
1486,R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,6e-06
1487,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,5.1e-05
1488,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000166
1489,R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000307
1490,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.5e-05
1491,R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
1492,R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
1493,R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
1494,R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
1495,R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
1496,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",8e-06
1497,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000211
1498,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000205
1499,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.0
1500,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5e-06
1501,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",1e-05
1502,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",1.4e-05
1503,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",3.3e-05
1504,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5.3e-05
1505,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",9e-06
1506,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000351
1507,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5.5e-05
1508,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",7e-06
1509,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.008064
1510,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000236
1511,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000789
1512,R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.009856
1513,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.015625
1514,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.12828
1515,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.409841
1516,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.046898
1517,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.009556
1518,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.002749
1519,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.002209
1520,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.018021
1521,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.036788
1522,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.010917
1523,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,7e-06
1524,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1e-06
1525,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
1526,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06
1527,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1.9e-05
1528,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,3e-06
1529,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1e-06
1530,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,9e-06
1531,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
1532,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
1533,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06
1534,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.000282
1535,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,7e-06
1536,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1e-06
1537,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
1538,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06
1539,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1.9e-05
1540,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,3e-06
1541,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1e-06
1542,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,9e-06
1543,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
1544,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
1545,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06
1546,R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.000282
1547,R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PORTO,Bonfim,7e-06
1548,R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PORTO,Bonfim,7.4e-05
1549,R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000117
1550,R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Bonfim,1.4e-05
1551,R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,PORTO,Bonfim,6.7e-05
1552,R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PORTO,Bonfim,0.0
1553,R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Bonfim,7e-06
1554,R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Bonfim,2e-05
1555,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,Bonfim,0.0
1556,R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,Bonfim,4e-06
1557,R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000245
1558,R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,Bonfim,4e-06
1559,R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,Bonfim,1.8e-05
1560,R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Bonfim,3.6e-05
1561,R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000103
1562,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Bonfim,2e-06
1563,R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,Bonfim,0.002447
1564,R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,0.065012
1565,R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,Bonfim,0.070124
1566,R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Bonfim,0.002309
1567,R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Bonfim,0.11782
1568,R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Bonfim,0.048606
1569,R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,Bonfim,0.007914
1570,R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,Bonfim,0.007556
1571,R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,Bonfim,0.030359
1572,R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,PORTO,Bonfim,0.012239
1573,R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PORTO,Bonfim,0.013953
1574,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,4e-06
1575,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
1576,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
1577,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2.9e-05
1578,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3.5e-05
1579,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,0.000121
1580,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
1581,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,4e-06
1582,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3e-06
1583,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2e-06
1584,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3e-06
1585,R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,7e-06
1586,R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2e-06
1587,R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,5e-06
1588,R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,7e-05
1589,R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,Loures,4e-06
1590,R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,Loures,1e-06
1591,R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,Loures,1e-06
1592,R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,Loures,2.9e-05
1593,R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,Loures,3.5e-05
1594,R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,Loures,0.000121
1595,R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,Loures,1e-06
1596,R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,Loures,4e-06
1597,R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,Loures,3e-06
1598,R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,Loures,2e-06
1599,R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,Loures,3e-06
