Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",5e-06
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",1.5e-05
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.0
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",1.1e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",6.7e-05
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",1.3e-05
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",6e-06
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",3.4e-05
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",3.4e-05
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.000136
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",3e-06
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",5e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",2.5e-05
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.0
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",2e-06
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.6e-05
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,5e-06
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,3e-06
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8.8e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,4.1e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.000232
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,2e-06
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.1e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,3e-06
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8e-06
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.9e-05
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,7e-06
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8e-06
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,5e-06
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.9e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,7e-05
R2 - AM Porto,Porto,Matosinhos,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0
R2 - AM Porto,Porto,Paredes,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,9.6e-05
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,0.0
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PORTO,Paranhos,1.3e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PORTO,Paranhos,3e-05
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Paranhos,0.001403
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000138
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,PORTO,Paranhos,2e-06
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PORTO,Paranhos,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Paranhos,3.5e-05
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Paranhos,5e-06
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-06
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-05
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,Paranhos,3e-06
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000575
R1 - AM Lisboa,Setúbal,Montijo,R2 - AM Porto,PORTO,PORTO,Paranhos,1e-06
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000252
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000394
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Paranhos,0.003549
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Paranhos,6e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,Paranhos,0.023321
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,PORTO,Paranhos,9.9e-05
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Paranhos,0.073846
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,Paranhos,0.15966
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Paranhos,0.074509
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Paranhos,0.026812
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Paranhos,0.28209
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,Paranhos,0.008526
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,PORTO,Paranhos,0.107493
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,Paranhos,0.00906
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,Paranhos,0.012347
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,PORTO,Paranhos,0.001762
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PORTO,Paranhos,0.024565
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-05
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1.5e-05
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1.4e-05
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-06
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VALONGO,Ermesinde,4e-06
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000185
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.002006
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.004354
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Ermesinde,3.9e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.001082
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000269
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.015391
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,Ermesinde,3.5e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.179076
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.015483
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VALONGO,Ermesinde,0.000931
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,VALONGO,Alfena,9e-06
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,VALONGO,Alfena,3e-06
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,VALONGO,Alfena,3e-06
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,VALONGO,Alfena,1e-06
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,VALONGO,Alfena,4e-05
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,VALONGO,Alfena,7.4e-05
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000325
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,VALONGO,Alfena,2.5e-05
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,VALONGO,Alfena,0.03939
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,VALONGO,Alfena,7.6e-05
R2 - AM Porto,Porto,Santo Tirso,R2 - AM Porto,PORTO,VALONGO,Alfena,0.203546
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,VALONGO,Alfena,3.5e-05
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,VALONGO,Alfena,0.022412
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000168
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,VALONGO,Alfena,0.000247
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,9e-06
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,9e-06
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,3e-06
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.2e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2e-06
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2e-06
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.6e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000157
R1 - AM Lisboa,Setúbal,Barreiro,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2.2e-05
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2.3e-05
R1 - AM Lisboa,Setúbal,Montijo,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,6e-06
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,5.1e-05
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000166
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000307
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.5e-05
R2 - AM Porto,Aveiro,Santa Maria da Feira,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
R2 - AM Porto,Porto,Maia,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
R2 - AM Porto,Porto,Porto,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
R2 - AM Porto,Porto,Valongo,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1e-06
R2 - AM Porto,Porto,Vila Nova de Gaia,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.0
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",8e-06
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000211
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000205
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.0
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5e-06
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",1e-05
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",1.4e-05
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",3.3e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5.3e-05
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",9e-06
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000351
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",5.5e-05
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",7e-06
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.008064
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000236
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.000789
R2 - AM Porto,Aveiro,Vale de Cambra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.009856
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.015625
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.12828
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.409841
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.046898
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.009556
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.002749
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.002209
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.018021
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.036788
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",0.010917
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,7e-06
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1e-06
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1.9e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,3e-06
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,9e-06
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.0
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,0.000282
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,7e-06
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1e-06
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1.9e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,3e-06
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,9e-06
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.0
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06
R2 - AM Porto,Aveiro,São João da Madeira,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,0.000282
R1 - AM Lisboa,Lisboa,Amadora,R2 - AM Porto,PORTO,PORTO,Bonfim,7e-06
R1 - AM Lisboa,Lisboa,Cascais,R2 - AM Porto,PORTO,PORTO,Bonfim,7.4e-05
R1 - AM Lisboa,Lisboa,Lisboa,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000117
R1 - AM Lisboa,Lisboa,Loures,R2 - AM Porto,PORTO,PORTO,Bonfim,1.4e-05
R1 - AM Lisboa,Lisboa,Mafra,R2 - AM Porto,PORTO,PORTO,Bonfim,6.7e-05
R1 - AM Lisboa,Lisboa,Odivelas,R2 - AM Porto,PORTO,PORTO,Bonfim,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Bonfim,7e-06
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Bonfim,2e-05
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R2 - AM Porto,PORTO,PORTO,Bonfim,0.0
R1 - AM Lisboa,Setúbal,Almada,R2 - AM Porto,PORTO,PORTO,Bonfim,4e-06
R1 - AM Lisboa,Setúbal,Barreiro,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000245
R1 - AM Lisboa,Setúbal,Moita,R2 - AM Porto,PORTO,PORTO,Bonfim,4e-06
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,Bonfim,1.8e-05
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Bonfim,3.6e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Bonfim,0.000103
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R2 - AM Porto,PORTO,PORTO,Bonfim,2e-06
R2 - AM Porto,Aveiro,Santa Maria da Feira,R2 - AM Porto,PORTO,PORTO,Bonfim,0.002447
R2 - AM Porto,Porto,Gondomar,R2 - AM Porto,PORTO,PORTO,Bonfim,0.065012
R2 - AM Porto,Porto,Maia,R2 - AM Porto,PORTO,PORTO,Bonfim,0.070124
R2 - AM Porto,Porto,Matosinhos,R2 - AM Porto,PORTO,PORTO,Bonfim,0.002309
R2 - AM Porto,Porto,Paredes,R2 - AM Porto,PORTO,PORTO,Bonfim,0.11782
R2 - AM Porto,Porto,Porto,R2 - AM Porto,PORTO,PORTO,Bonfim,0.048606
R2 - AM Porto,Porto,Póvoa de Varzim,R2 - AM Porto,PORTO,PORTO,Bonfim,0.007914
R2 - AM Porto,Porto,Trofa,R2 - AM Porto,PORTO,PORTO,Bonfim,0.007556
R2 - AM Porto,Porto,Valongo,R2 - AM Porto,PORTO,PORTO,Bonfim,0.030359
R2 - AM Porto,Porto,Vila do Conde,R2 - AM Porto,PORTO,PORTO,Bonfim,0.012239
R2 - AM Porto,Porto,Vila Nova de Gaia,R2 - AM Porto,PORTO,PORTO,Bonfim,0.013953
R1 - AM Lisboa,Lisboa,Amadora,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,4e-06
R1 - AM Lisboa,Lisboa,Cascais,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
R1 - AM Lisboa,Lisboa,Lisboa,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
R1 - AM Lisboa,Lisboa,Loures,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2.9e-05
R1 - AM Lisboa,Lisboa,Mafra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3.5e-05
R1 - AM Lisboa,Lisboa,Odivelas,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,0.000121
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,4e-06
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3e-06
R1 - AM Lisboa,Setúbal,Almada,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2e-06
R1 - AM Lisboa,Setúbal,Moita,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,3e-06
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,7e-06
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2e-06
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,5e-06
